Scenario,TradingDate,Symbol,Price,Score,Target,StopLoss,ExpProfit,SMA20,vsSMA20,YTD,LastMonth,Price5d,PnL5d,Price10d,PnL10d,MaxPrice10d,Status
3%/10d,2026-02-10,GM,80.28,87,83.43,78.33,3.9,81.7,Under,0.2,-3.5,83.67,4.22,82.44,2.69,83.93,HIT TARGET
3%/10d,2026-02-10,HUBB,502.55,85,513.97,494.67,2.3,503.38,Under,9.6,4.3,522.12,3.89,527.75,5.01,533.8,HIT TARGET
5%/10d,2026-02-12,ILMN,114.44,88,120.99,111.17,5.7,116.83,Under,-13.3,-21.2,117.71,2.86,134.55,17.57,134.75,HIT TARGET
5%/10d,2026-02-12,MRNA,40.1,81,44.25,36.45,10.3,40.61,Under,29.1,1.9,49.88,24.39,53.59,33.64,54.02,HIT TARGET
5%/10d,2026-02-12,AMZN,199.45,65,205.08,195.61,2.8,203.84,Under,-12.3,-16.3,210.18,5.38,210.01,5.29,211.59,HIT TARGET
5%/10d,2026-02-12,SLVR,62.89,62,69.15,57.97,10.0,67.94,Under,12.2,-5.2,73.1,16.23,83.35,32.53,83.41,HIT TARGET
5%/10d,2026-02-12,GLD,451.56,60,470.75,442.94,4.3,460.85,Under,13.3,6.7,468.48,3.75,483.74,7.13,483.9,HIT TARGET
5%/10d,2026-02-12,AAPL,261.59,60,267.7,255.84,2.3,271.89,Under,-4.3,1.3,264.59,1.15,264.17,0.99,276.11,HIT TARGET
5%/10d,2026-02-12,XLE,53.96,39,54.93,53.18,1.8,54.25,Under,20.1,13.3,54.9,1.74,55.91,3.61,56.15,HIT TARGET
5%/10d,2026-02-12,XAR,267.37,35,274.53,261.54,2.7,269.48,Under,10.0,-7.6,281.98,5.46,282.78,5.76,287.52,HIT TARGET
5%/10d,2026-02-12,ODFL,185.45,80,193.67,178.3,4.4,192.4,Under,17.6,4.1,201.4,8.6,203.22,9.58,203.86,HIT TARGET
5%/10d,2026-02-12,CAH,215.09,79,224.09,207.91,4.2,221.98,Under,5.1,0.8,224.45,4.35,229.23,6.57,230.2,HIT TARGET
8%/10d,2026-02-19,ALB,168.41,93,183.2,161.99,8.8,170.12,Under,18.1,-10.5,184.94,9.82,163.93,-2.66,206.0,HIT TARGET
8%/10d,2026-02-19,KLAC,1470.2,83,1557.53,1433.83,5.9,1473.93,Under,16.5,-2.0,1524.94,3.72,1429.46,-2.77,1577.35,HIT TARGET
8%/10d,2026-02-19,SLVR,67.91,81,74.69,65.07,10.0,64.96,Above,21.2,-9.7,80.66,18.77,70.05,3.15,83.41,HIT TARGET
8%/10d,2026-02-19,CAT,760.61,73,784.9,745.45,3.2,761.37,Under,29.6,17.3,752.84,-1.02,706.05,-7.17,777.6,STOPPED OUT
8%/10d,2026-02-19,TER,316.05,76,344.49,304.47,9.0,313.77,Above,55.1,37.9,332.86,5.32,305.66,-3.29,344.92,HIT TARGET
8%/10d,2026-02-19,LUV,52.08,75,54.82,50.5,5.3,53.81,Under,25.9,22.7,50.93,-2.21,43.9,-15.71,52.41,STOPPED OUT
8%/10d,2026-02-19,MPWR,1175.61,73,1232.23,1141.82,4.8,1176.76,Under,26.0,9.1,1180.93,0.45,1078.78,-8.24,1255.4,HIT TARGET
8%/10d,2026-02-19,DOW,31.39,73,32.99,30.41,5.1,31.47,Under,34.1,10.9,29.91,-4.71,33.73,7.45,34.59,HIT TARGET
8%/10d,2026-02-19,CE,54.92,72,57.3,51.17,4.3,55.51,Under,32.4,14.4,49.14,-10.52,52.54,-4.33,56.21,MISSED
8%/10d,2026-02-19,AAL,13.35,71,14.04,12.65,5.1,13.94,Under,-12.2,-11.1,13.94,4.42,11.8,-11.61,14.17,HIT TARGET
5%/10d,2026-02-17,CRL,158.43,89,167.26,151.64,5.6,158.47,Under,-20.7,-27.4,166.1,4.84,175.86,11.0,179.82,HIT TARGET
5%/10d,2026-02-17,SLVR,62.4,88,68.38,58.36,9.6,64.07,Under,11.3,-12.8,77.49,24.18,73.65,18.03,83.41,HIT TARGET
5%/10d,2026-02-17,ETSY,44.38,87,46.74,43.03,5.3,45.81,Under,-22.1,-24.7,54.39,22.56,54.48,22.76,55.96,HIT TARGET
5%/10d,2026-02-17,AMD,203.04,84,218.76,193.36,7.7,205.37,Under,-8.5,-12.5,213.73,5.26,190.97,-5.94,216.71,STOPPED OUT
5%/10d,2026-02-17,ETHA,15.07,78,15.75,14.15,4.5,15.0,Above,-35.1,-33.5,14.04,-6.83,14.94,-0.86,15.79,HIT TARGET
5%/10d,2026-02-17,BMY,60.35,68,62.21,59.45,3.1,60.39,Under,12.8,11.3,61.6,2.07,61.23,1.46,62.89,HIT TARGET
5%/10d,2026-02-17,XAR,273.75,41,282.6,269.08,3.2,271.0,Above,12.6,-3.7,282.93,3.35,284.07,3.77,295.39,HIT TARGET
5%/10d,2026-02-17,XLE,53.76,40,54.76,53.05,1.9,54.0,Under,19.6,12.9,55.11,2.51,56.53,5.15,57.88,HIT TARGET
5%/10d,2026-02-17,GOOG,302.81,83,315.68,296.75,4.3,306.34,Under,-3.8,-6.0,310.92,2.68,303.55,0.24,319.28,HIT TARGET
5%/10d,2026-02-17,GOOGL,302.01,83,314.94,295.78,4.3,305.89,Under,-4.0,-6.2,310.88,2.94,303.54,0.51,319.38,HIT TARGET
3%/10d,2026-02-09,ILMN,117.25,94,123.63,109.56,5.4,123.24,Under,-11.2,-19.5,116.5,-0.64,122.92,4.84,124.96,HIT TARGET
3%/10d,2026-02-09,CNC,38.04,91,39.86,35.56,4.8,38.59,Under,-7.4,-18.0,41.24,8.41,42.37,11.38,44.18,HIT TARGET
3%/10d,2026-02-09,RTX,196.18,82,200.63,194.1,2.3,197.73,Under,7.1,1.2,203.57,3.77,198.45,1.16,206.73,HIT TARGET
3%/10d,2026-02-09,TXN,218.61,77,224.62,213.88,2.7,221.57,Under,24.5,15.6,225.65,3.22,213.4,-2.38,231.32,HIT TARGET
3%/10d,2026-02-09,XAR,276.1,77,284.87,272.09,3.2,269.9,Above,13.5,-1.8,273.75,-0.85,282.93,2.47,287.52,HIT TARGET
3%/10d,2026-02-09,ETHA,16.04,70,16.38,14.93,2.1,15.3,Above,-30.9,-31.6,15.07,-6.05,14.04,-12.47,15.65,STOPPED OUT
3%/10d,2026-02-09,IBIT,40.11,65,40.63,37.73,1.3,38.96,Above,-20.6,-22.7,38.4,-4.26,36.56,-8.85,39.7,STOPPED OUT
3%/10d,2026-02-09,ETSY,55.13,88,57.27,51.94,3.9,56.07,Under,-3.2,-8.7,44.38,-19.5,54.39,-1.34,55.73,MISSED
3%/10d,2026-02-09,ANET,141.74,82,148.33,137.0,4.7,135.58,Above,5.2,14.8,142.6,0.61,128.72,-9.19,148.77,HIT TARGET
3%/10d,2026-02-09,CRL,185.72,82,189.65,179.85,2.1,186.89,Under,-7.0,-15.1,158.43,-14.69,166.1,-10.56,184.45,STOPPED OUT
5%/10d,2026-02-18,ETHA,14.64,88,15.27,13.79,4.3,15.08,Under,-36.9,-36.0,15.68,7.1,16.25,11.0,16.63,HIT TARGET
5%/10d,2026-02-18,SLVR,65.12,87,71.19,61.16,9.3,64.23,Above,16.2,-7.5,77.86,19.56,74.67,14.67,83.41,HIT TARGET
5%/10d,2026-02-18,CRL,157.99,85,165.62,147.13,4.8,158.1,Under,-20.9,-30.4,167.65,6.11,179.56,13.65,181.01,HIT TARGET
5%/10d,2026-02-18,ALB,171.21,85,184.95,165.3,8.0,169.56,Above,20.1,-4.9,195.85,14.39,168.34,-1.68,206.0,HIT TARGET
5%/10d,2026-02-18,AMD,200.11,82,214.34,189.21,7.1,203.28,Under,-9.8,-19.8,210.86,5.37,202.06,0.97,216.71,HIT TARGET
5%/10d,2026-02-18,BMY,59.7,78,61.33,58.88,2.7,60.13,Under,11.6,9.6,61.32,2.71,62.32,4.39,62.89,HIT TARGET
5%/10d,2026-02-18,XAR,278.11,47,286.04,273.48,2.9,274.25,Above,14.4,-2.6,280.33,0.8,287.23,3.28,295.39,HIT TARGET
5%/10d,2026-02-18,APH,147.69,84,153.36,143.45,3.8,147.96,Under,6.7,-4.5,152.67,3.37,132.77,-10.1,154.05,HIT TARGET
5%/10d,2026-02-18,ANET,139.51,83,145.07,133.47,4.0,141.82,Under,3.6,9.6,132.87,-4.76,134.79,-3.38,140.32,MISSED
5%/10d,2026-02-18,ETSY,44.03,82,45.83,42.15,4.1,45.33,Under,-22.7,-27.8,53.38,21.24,55.66,26.41,56.6,HIT TARGET
10%/10d,2026-02-19,ALB,168.41,87,183.2,161.99,8.8,170.12,Under,18.1,-10.5,184.94,9.82,163.93,-2.66,206.0,HIT TARGET
10%/10d,2026-02-19,SLVR,67.91,77,74.69,65.07,10.0,64.96,Above,21.2,-9.7,80.66,18.77,70.05,3.15,83.41,HIT TARGET
10%/10d,2026-02-19,TER,316.05,73,344.49,304.47,9.0,313.77,Above,55.1,37.9,332.86,5.32,305.66,-3.29,344.92,HIT TARGET
10%/10d,2026-02-19,CAT,760.61,56,784.9,745.45,3.2,761.37,Under,29.6,17.3,752.84,-1.02,706.05,-7.17,777.6,STOPPED OUT
10%/10d,2026-02-19,KLAC,1470.2,70,1557.53,1433.83,5.9,1473.93,Under,16.5,-2.0,1524.94,3.72,1429.46,-2.77,1577.35,HIT TARGET
10%/10d,2026-02-19,LUV,52.08,64,54.82,50.5,5.3,53.81,Under,25.9,22.7,50.93,-2.21,43.9,-15.71,52.41,STOPPED OUT
10%/10d,2026-02-19,DOW,31.39,63,32.99,30.41,5.1,31.47,Under,34.1,10.9,29.91,-4.71,33.73,7.45,34.59,HIT TARGET
10%/10d,2026-02-19,GLW,130.01,63,138.76,124.31,6.7,131.87,Under,45.8,37.9,150.3,15.61,134.75,3.65,162.1,HIT TARGET
10%/10d,2026-02-19,MPWR,1175.61,60,1232.23,1141.82,4.8,1176.76,Under,26.0,9.1,1180.93,0.45,1078.78,-8.24,1255.4,HIT TARGET
10%/10d,2026-02-19,AAL,13.35,58,14.04,12.65,5.1,13.94,Under,-12.2,-11.1,13.94,4.42,11.8,-11.61,14.17,HIT TARGET
8%/10d,2026-02-26,CE,49.14,76,51.81,46.14,5.4,50.47,Under,18.5,8.1,52.54,6.92,59.62,21.33,60.85,HIT TARGET
8%/10d,2026-02-26,MRNA,51.72,76,56.72,48.35,9.7,51.57,Above,66.5,10.4,53.84,4.1,53.38,3.21,59.55,HIT TARGET
8%/10d,2026-02-26,CAT,752.84,76,783.33,728.65,4.0,760.48,Under,28.3,13.3,706.05,-6.22,700.42,-6.96,755.73,STOPPED OUT
8%/10d,2026-02-26,AMD,203.67,75,215.54,196.76,5.8,209.36,Under,-8.2,-19.2,199.46,-2.07,197.82,-2.87,209.21,MISSED
8%/10d,2026-02-26,TER,332.86,74,360.07,315.55,8.2,335.03,Under,63.4,32.2,305.66,-8.17,286.6,-13.9,325.93,STOPPED OUT
8%/10d,2026-02-26,DOW,29.91,72,31.44,28.91,5.1,30.1,Under,27.8,10.2,33.73,12.77,37.56,25.58,37.68,HIT TARGET
8%/10d,2026-02-26,AMAT,375.77,71,397.48,357.96,5.8,381.78,Under,40.7,10.1,346.4,-7.82,337.4,-10.21,378.58,STOPPED OUT
8%/10d,2026-02-26,DLTR,126.93,65,131.97,124.29,4.0,128.78,Under,0.6,8.2,115.89,-8.7,111.68,-12.01,126.62,STOPPED OUT
8%/10d,2026-02-26,ANET,130.21,63,135.47,125.07,4.0,130.37,Under,-3.3,-12.1,139.45,7.1,134.02,2.93,141.77,HIT TARGET
8%/10d,2026-02-26,APH,148.47,62,154.14,142.07,3.8,150.01,Under,7.3,-0.9,136.24,-8.24,131.45,-11.46,147.51,STOPPED OUT
5%/10d,2026-02-13,KLAC,1464.29,91,1551.6,1405.97,6.0,1467.7,Under,16.0,-6.6,1488.35,1.64,1534.15,4.77,1577.35,HIT TARGET
5%/10d,2026-02-13,ETSY,45.73,87,48.09,43.15,5.2,47.11,Under,-19.7,-26.0,52.36,14.5,53.95,17.98,55.96,HIT TARGET
5%/10d,2026-02-13,SLVR,65.7,68,71.66,60.93,9.1,66.87,Under,17.2,-2.5,76.17,15.94,81.56,24.14,83.41,HIT TARGET
5%/10d,2026-02-13,C,110.8,61,113.94,107.43,2.8,113.58,Under,-5.3,-6.2,110.75,-0.05,111.42,0.56,117.04,HIT TARGET
5%/10d,2026-02-13,EMR,148.13,59,152.32,141.88,2.8,151.2,Under,10.5,-0.9,145.55,-1.74,152.04,2.64,153.42,HIT TARGET
5%/10d,2026-02-13,GLD,462.6,55,482.3,453.0,4.3,460.83,Above,16.0,9.8,481.31,4.04,489.98,5.92,492.15,HIT TARGET
5%/10d,2026-02-13,AAL,13.88,85,14.55,13.3,4.8,14.13,Under,-8.7,-9.6,12.94,-6.77,12.49,-10.01,14.56,HIT TARGET
5%/10d,2026-02-13,MRNA,42.23,80,46.65,38.13,10.5,40.76,Above,36.0,1.0,50.3,19.11,52.84,25.12,54.93,HIT TARGET
5%/10d,2026-02-13,ALB,166.35,78,181.93,151.26,9.4,166.69,Under,16.7,2.0,177.47,6.68,178.12,7.08,206.0,HIT TARGET
5%/10d,2026-02-13,CRL,161.32,76,170.1,147.96,5.4,160.17,Above,-19.2,-26.5,163.5,1.35,178.55,10.68,179.82,HIT TARGET
8%/10d,2026-02-24,CE,53.13,76,55.9,51.23,5.2,53.35,Under,28.1,13.4,51.32,-3.41,50.67,-4.63,55.93,HIT TARGET
8%/10d,2026-02-24,LUV,50.65,71,53.02,49.31,4.7,51.05,Under,22.5,22.5,47.65,-5.92,42.83,-15.44,51.65,STOPPED OUT
8%/10d,2026-02-24,ETHA,14.04,69,14.68,13.45,4.6,14.28,Under,-39.5,-38.5,14.94,6.41,15.39,9.62,16.63,HIT TARGET
8%/10d,2026-02-24,CAT,768.54,66,798.81,756.82,3.9,761.64,Above,31.0,20.3,722.58,-5.98,716.78,-6.73,777.6,STOPPED OUT
8%/10d,2026-02-24,AAL,13.15,70,13.83,12.66,5.1,13.18,Under,-13.5,-3.0,12.46,-5.25,11.1,-15.59,14.17,HIT TARGET
8%/10d,2026-02-24,ANET,128.72,67,134.7,123.81,4.6,130.34,Under,-4.4,-12.2,124.73,-3.1,139.63,8.48,141.77,HIT TARGET
8%/10d,2026-02-24,TER,328.9,66,357.61,316.52,8.7,322.45,Above,61.4,37.6,304.22,-7.5,300.89,-8.52,344.92,STOPPED OUT
8%/10d,2026-02-24,AAP,53.74,64,55.86,51.19,3.9,54.66,Under,41.4,8.9,51.93,-3.37,51.11,-4.89,53.29,STOPPED OUT
8%/10d,2026-02-24,AMAT,377.92,63,397.94,369.43,5.3,374.27,Above,41.5,13.6,351.2,-7.07,346.0,-8.45,395.95,STOPPED OUT
8%/10d,2026-02-24,EPAM,128.83,60,133.96,121.37,4.0,133.1,Under,-35.7,-40.9,140.79,9.28,142.0,10.22,148.34,HIT TARGET
10%/10d,2026-02-20,TER,324.9,73,353.13,314.39,8.7,318.03,Above,59.5,41.8,320.17,-1.46,273.0,-15.97,344.92,STOPPED OUT
10%/10d,2026-02-20,AMD,200.12,71,213.14,193.77,6.5,201.06,Under,-9.8,-22.9,200.19,0.03,192.45,-3.83,216.71,HIT TARGET
10%/10d,2026-02-20,DOW,30.52,65,32.18,29.06,5.5,31.06,Under,30.4,8.1,30.75,0.75,33.27,9.01,35.15,HIT TARGET
10%/10d,2026-02-20,SLVR,73.1,45,80.55,69.47,10.2,67.82,Above,30.4,-7.2,83.35,14.02,69.49,-4.94,83.41,HIT TARGET
10%/10d,2026-02-20,CAT,759.7,39,792.23,744.07,4.3,759.12,Above,29.5,21.3,742.86,-2.22,680.74,-10.39,777.6,STOPPED OUT
10%/10d,2026-02-20,CE,54.09,59,56.76,51.02,4.9,54.86,Under,30.4,13.8,49.98,-7.6,49.31,-8.84,55.93,STOPPED OUT
10%/10d,2026-02-20,ALB,168.43,59,182.52,161.5,8.4,169.71,Under,18.1,-11.1,178.48,5.97,162.21,-3.69,206.0,HIT TARGET
10%/10d,2026-02-20,EPAM,138.92,55,144.79,121.58,4.2,146.13,Under,-30.7,-36.4,141.04,1.53,145.83,4.97,148.34,HIT TARGET
10%/10d,2026-02-20,LLY,1010.16,53,1048.53,994.05,3.8,1016.13,Under,-5.3,-5.1,1051.71,4.11,989.84,-2.01,1064.45,HIT TARGET
10%/10d,2026-02-20,SLB,50.85,52,52.63,50.03,3.5,51.23,Under,31.8,3.5,51.34,0.96,46.87,-7.83,52.45,STOPPED OUT
8%/10d,2026-02-18,SLVR,65.12,80,71.19,61.16,9.3,64.23,Above,16.2,-7.5,77.86,19.56,74.67,14.67,83.41,HIT TARGET
8%/10d,2026-02-18,ALB,171.21,80,184.95,165.3,8.0,169.56,Above,20.1,-4.9,195.85,14.39,168.34,-1.68,206.0,HIT TARGET
8%/10d,2026-02-18,AMD,200.11,79,214.34,189.21,7.1,203.28,Under,-9.8,-19.8,210.86,5.37,202.06,0.97,216.71,HIT TARGET
8%/10d,2026-02-18,TER,314.84,75,342.38,299.14,8.7,313.13,Above,54.5,35.8,342.82,8.89,305.19,-3.07,344.92,HIT TARGET
8%/10d,2026-02-18,ETHA,14.64,68,15.27,13.79,4.3,15.08,Under,-36.9,-36.0,15.68,7.1,16.25,11.0,16.63,HIT TARGET
8%/10d,2026-02-18,CAT,752.09,64,778.23,731.97,3.5,767.35,Under,28.2,16.5,766.47,1.91,732.17,-2.65,777.6,MISSED
8%/10d,2026-02-18,DOW,31.57,72,33.06,30.39,4.7,31.91,Under,34.9,11.1,30.01,-4.94,32.33,2.41,32.39,MISSED
8%/10d,2026-02-18,MRVL,79.09,71,82.73,76.45,4.6,79.27,Under,-10.3,-4.2,80.96,2.36,78.12,-1.23,82.82,HIT TARGET
8%/10d,2026-02-18,CRL,157.99,70,165.62,147.13,4.8,158.1,Under,-20.9,-30.4,167.65,6.11,179.56,13.65,181.01,HIT TARGET
8%/10d,2026-02-18,GLW,132.01,69,140.56,125.66,6.5,132.41,Under,48.0,41.2,160.41,21.51,144.84,9.72,162.1,HIT TARGET
8%/10d,2026-02-25,CE,50.03,78,52.88,47.3,5.7,51.95,Under,20.6,8.4,51.15,2.24,51.99,3.92,55.93,HIT TARGET
8%/10d,2026-02-25,DOW,30.01,75,31.7,29.05,5.6,30.39,Under,28.2,8.1,32.33,7.73,34.38,14.56,35.75,HIT TARGET
8%/10d,2026-02-25,CAT,766.47,68,800.58,753.21,4.5,764.81,Above,30.6,19.1,732.17,-4.48,707.63,-7.68,770.61,STOPPED OUT
8%/10d,2026-02-25,LLY,1029.54,62,1065.03,1007.21,3.4,1044.35,Under,-3.5,0.6,1003.32,-2.55,999.61,-2.91,1056.2,STOPPED OUT
8%/10d,2026-02-25,GLD,473.46,43,486.25,467.99,2.7,476.63,Under,18.8,-4.2,471.75,-0.36,476.26,0.59,492.15,HIT TARGET
8%/10d,2026-02-25,LUV,49.9,73,52.46,48.68,5.1,50.37,Under,20.7,22.2,47.13,-5.55,41.83,-16.17,51.65,STOPPED OUT
8%/10d,2026-02-25,ON,69.68,72,73.12,67.25,4.9,69.72,Under,24.3,7.3,62.52,-10.28,59.23,-15.0,69.81,STOPPED OUT
8%/10d,2026-02-25,KLAC,1547.02,71,1633.5,1505.35,5.6,1514.38,Above,22.6,-5.0,1476.29,-4.57,1465.0,-5.3,1550.99,STOPPED OUT
8%/10d,2026-02-25,AMAT,394.88,71,417.07,384.79,5.6,381.57,Above,47.8,17.2,357.77,-9.4,351.0,-11.11,393.47,STOPPED OUT
8%/10d,2026-02-25,AAP,50.44,69,52.97,47.66,5.0,53.28,Under,32.8,1.7,51.17,1.45,53.33,5.73,53.58,HIT TARGET
3%/10d,2026-02-11,CRL,166.0,94,174.27,154.35,5.0,177.12,Under,-16.9,-23.3,164.2,-1.08,175.47,5.7,175.48,HIT TARGET
3%/10d,2026-02-11,ETHA,14.74,92,15.38,13.84,4.4,15.22,Under,-36.5,-42.4,14.72,-0.14,15.29,3.73,15.75,HIT TARGET
3%/10d,2026-02-11,MOH,122.6,91,127.59,117.91,4.1,125.51,Under,-30.5,-35.1,148.24,20.91,146.24,19.28,158.59,HIT TARGET
3%/10d,2026-02-11,LLY,1014.64,86,1055.34,999.88,4.0,1034.2,Under,-4.9,-5.5,1023.26,0.85,1022.11,0.74,1067.0,HIT TARGET
3%/10d,2026-02-11,EMR,154.67,83,158.13,149.68,2.2,160.5,Under,15.4,4.4,151.36,-2.14,152.72,-1.26,158.03,MISSED
3%/10d,2026-02-11,IBIT,38.28,80,39.04,36.55,2.0,38.94,Under,-24.3,-31.0,38.06,-0.57,38.26,-0.05,39.46,HIT TARGET
3%/10d,2026-02-11,XAR,267.03,73,273.62,262.15,2.5,272.02,Under,9.8,-6.5,284.56,6.56,283.91,6.32,287.52,HIT TARGET
3%/10d,2026-02-11,ILMN,116.34,90,121.26,113.14,4.2,117.94,Under,-11.8,-19.1,120.08,3.21,127.45,9.55,127.64,HIT TARGET
3%/10d,2026-02-11,PLTR,135.67,88,140.61,129.45,3.6,139.43,Under,-22.3,-24.0,134.91,-0.56,135.94,0.2,140.96,HIT TARGET
3%/10d,2026-02-11,GM,79.79,87,82.9,78.42,3.9,80.45,Under,-0.4,-1.8,81.47,2.11,80.79,1.25,83.93,HIT TARGET
5%/10d,2026-02-25,CE,50.03,90,52.88,47.3,5.7,51.95,Under,20.6,8.4,51.15,2.24,51.99,3.92,55.93,HIT TARGET
5%/10d,2026-02-25,AAP,50.44,88,52.97,47.66,5.0,53.28,Under,32.8,1.7,51.17,1.45,53.33,5.73,53.58,HIT TARGET
5%/10d,2026-02-25,CAT,766.47,78,800.58,753.21,4.5,764.81,Above,30.6,19.1,732.17,-4.48,707.63,-7.68,770.61,STOPPED OUT
5%/10d,2026-02-25,LLY,1029.54,77,1065.03,1007.21,3.4,1044.35,Under,-3.5,0.6,1003.32,-2.55,999.61,-2.91,1056.2,STOPPED OUT
5%/10d,2026-02-25,GLD,473.46,66,486.25,467.99,2.7,476.63,Under,18.8,-4.2,471.75,-0.36,476.26,0.59,492.15,HIT TARGET
5%/10d,2026-02-25,XAR,280.33,62,287.86,275.91,2.7,280.7,Under,15.3,-0.3,287.23,2.46,277.53,-1.0,295.39,HIT TARGET
5%/10d,2026-02-25,ETHA,15.68,56,16.29,14.89,3.9,14.55,Above,-32.4,-31.0,16.25,3.64,15.69,0.06,16.63,HIT TARGET
5%/10d,2026-02-25,ON,69.68,85,73.12,67.25,4.9,69.72,Under,24.3,7.3,62.52,-10.28,59.23,-15.0,69.81,STOPPED OUT
5%/10d,2026-02-25,DOW,30.01,85,31.7,29.05,5.6,30.39,Under,28.2,8.1,32.33,7.73,34.38,14.56,35.75,HIT TARGET
5%/10d,2026-02-25,ILMN,121.9,85,127.9,118.44,4.9,121.95,Under,-7.6,-18.7,129.0,5.82,121.52,-0.31,134.75,HIT TARGET
5%/10d,2026-02-19,ALB,168.41,99,183.2,161.99,8.8,170.12,Under,18.1,-10.5,184.94,9.82,163.93,-2.66,206.0,HIT TARGET
5%/10d,2026-02-19,MPWR,1175.61,91,1232.23,1141.82,4.8,1176.76,Under,26.0,9.1,1180.93,0.45,1078.78,-8.24,1255.4,HIT TARGET
5%/10d,2026-02-19,SLVR,67.91,88,74.69,65.07,10.0,64.96,Above,21.2,-9.7,80.66,18.77,70.05,3.15,83.41,HIT TARGET
5%/10d,2026-02-19,CAT,760.61,86,784.9,745.45,3.2,761.37,Under,29.6,17.3,752.84,-1.02,706.05,-7.17,777.6,STOPPED OUT
5%/10d,2026-02-19,KLAC,1470.2,90,1557.53,1433.83,5.9,1473.93,Under,16.5,-2.0,1524.94,3.72,1429.46,-2.77,1577.35,HIT TARGET
5%/10d,2026-02-19,AAL,13.35,87,14.04,12.65,5.1,13.94,Under,-12.2,-11.1,13.94,4.42,11.8,-11.61,14.17,HIT TARGET
5%/10d,2026-02-19,PLTR,134.91,85,140.44,128.34,4.1,134.95,Under,-22.7,-18.7,135.94,0.76,152.65,13.15,156.38,HIT TARGET
5%/10d,2026-02-19,LUV,52.08,85,54.82,50.5,5.3,53.81,Under,25.9,22.7,50.93,-2.21,43.9,-15.71,52.41,STOPPED OUT
5%/10d,2026-02-19,CE,54.92,84,57.3,51.17,4.3,55.51,Under,32.4,14.4,49.14,-10.52,52.54,-4.33,56.21,MISSED
5%/10d,2026-02-19,DOW,31.39,82,32.99,30.41,5.1,31.47,Under,34.1,10.9,29.91,-4.71,33.73,7.45,34.59,HIT TARGET
10%/10d,2026-02-23,AMD,196.59,72,209.86,190.17,6.8,199.42,Under,-11.4,-21.8,198.61,1.03,202.73,3.12,216.71,HIT TARGET
10%/10d,2026-02-23,DOW,30.3,65,31.91,28.96,5.3,30.57,Under,29.5,7.5,30.61,1.02,34.33,13.3,35.75,HIT TARGET
10%/10d,2026-02-23,TER,318.58,62,347.0,306.19,8.9,317.66,Above,56.4,37.5,325.82,2.27,296.43,-6.95,344.92,STOPPED OUT
10%/10d,2026-02-23,ETHA,14.05,57,14.71,13.44,4.6,14.5,Under,-39.4,-35.8,15.38,9.47,15.37,9.4,16.63,HIT TARGET
10%/10d,2026-02-23,ORCL,141.29,51,147.32,134.58,4.3,148.36,Under,-27.4,-22.6,149.18,5.58,151.55,7.26,159.19,HIT TARGET
10%/10d,2026-02-23,SLVR,76.17,46,83.79,71.95,10.0,71.45,Above,35.9,-4.4,81.56,7.08,70.23,-7.8,83.41,STOPPED OUT
10%/10d,2026-02-23,CE,52.38,62,55.19,49.74,5.4,53.75,Under,26.3,10.2,49.75,-5.02,51.47,-1.74,55.93,HIT TARGET
10%/10d,2026-02-23,CRL,163.5,58,171.4,155.36,4.8,163.74,Under,-18.1,-26.5,178.55,9.2,177.27,8.42,182.65,HIT TARGET
10%/10d,2026-02-23,ANET,127.41,57,133.39,122.05,4.7,133.06,Under,-5.4,-11.3,129.28,1.47,137.17,7.66,139.48,HIT TARGET
10%/10d,2026-02-23,MRVL,77.81,57,82.03,74.96,5.4,78.47,Under,-11.8,-4.9,80.86,3.92,92.67,19.1,93.4,HIT TARGET
10%/10d,2026-02-25,DOW,30.01,65,31.7,29.05,5.6,30.39,Under,28.2,8.1,32.33,7.73,34.38,14.56,35.75,HIT TARGET
10%/10d,2026-02-25,CE,50.03,63,52.88,47.3,5.7,51.95,Under,20.6,8.4,51.15,2.24,51.99,3.92,55.93,HIT TARGET
10%/10d,2026-02-25,LLY,1029.54,51,1065.03,1007.21,3.4,1044.35,Under,-3.5,0.6,1003.32,-2.55,999.61,-2.91,1056.2,STOPPED OUT
10%/10d,2026-02-25,AMD,210.86,45,223.57,199.49,6.0,207.81,Above,-5.0,-16.6,202.06,-4.17,204.75,-2.9,209.77,MISSED
10%/10d,2026-02-25,ETHA,15.68,29,16.29,14.89,3.9,14.55,Above,-32.4,-31.0,16.25,3.64,15.69,0.06,16.63,HIT TARGET
10%/10d,2026-02-25,SLVR,77.86,27,85.13,75.38,9.3,77.17,Above,38.9,-3.9,74.67,-4.1,70.28,-9.74,83.41,STOPPED OUT
10%/10d,2026-02-25,TER,342.82,63,368.93,331.93,7.6,329.47,Above,68.3,36.9,305.19,-10.98,301.96,-11.92,344.92,STOPPED OUT
10%/10d,2026-02-25,LUV,49.9,63,52.46,48.68,5.1,50.37,Under,20.7,22.2,47.13,-5.55,41.83,-16.17,51.65,STOPPED OUT
10%/10d,2026-02-25,ON,69.68,60,73.12,67.25,4.9,69.72,Under,24.3,7.3,62.52,-10.28,59.23,-15.0,69.81,STOPPED OUT
10%/10d,2026-02-25,AAP,50.44,58,52.97,47.66,5.0,53.28,Under,32.8,1.7,51.17,1.45,53.33,5.73,53.58,HIT TARGET
